Major,Major_Classes,course-heading,Field1_link,Credits,Course Description,Additional Information
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 3502: Making Music with Diverse Learners
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=b99fe178ecef9d7dac3774ec7b3bc188&subj=MUS&crse_numb=3502&start_term=&end_term=&term_year=20234,3,"Designed to explore and promote inclusive instruction in music for diverse learners, this course identifies the needs and explores the accommodations available to support the engagement and learning of all students in a music classroom.","Add to calendar
                
                 
                
                    Restrictions: Music Education, Music Therapy, Special Education, Teaching and Learning majors only.  Freshman students are excluded.
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Audit, Pass/No Credit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 3504: Teaching Choral Music
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=544948c28d17bdbcd56f316cb33b8259&subj=MUS&crse_numb=3504&start_term=&end_term=&term_year=20234,3,"A survey of the teaching methods, rehearsal techniques, and choral organization from the elementary school chorus through the adult choir. Emphasis is on development of diagnostic rehearsal skills through special class projects and survival skills for the beginning choral director.","Add to calendar
                
                 
                
                    Restrictions: Music, Music Education, Music Therapy, Teaching and Learning majors only.  Freshman students are excluded.
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: MUS 2507: C- or betterAND MUS 3712: C- or better"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 3505: Teaching Instrumental Music
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=516a8c0a2e553cb244393904d777fca6&subj=MUS&crse_numb=3505&start_term=&end_term=&term_year=20234,3,"A survey of the instrumental music program, grades 5-12. Emphasis is on examination of appropriate teaching materials, teaching methods for various program levels, program planning and development, and evaluation of learner progress. Experience in planning and presenting model learning experiences in instrumental music is provided.","Add to calendar
                
                 
                
                    Restrictions: Music, Music Education, Music Therapy, Teaching and Learning majors only.  Freshman students are excluded.
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Audit, Pass/No Credit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: MUS 2501: C- or betterAND MUS 2502: C- or betterAND MUS 2503: C- or betterAND MUS 2504: C- or betterAND MUS 3712: C- or better"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 3509: Alternative Approaches in Music Education
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=f049442db27b83281c860609e810ff6b&subj=MUS&crse_numb=3509&start_term=&end_term=&term_year=20234,5,"Designed for music education majors, students explore a variety of pedagogical methods and materials for teaching music outside of the traditional band, choir, and orchestra models at both primary and secondary grade levels. The course covers pedagogies and approaches including but not limited to chamber music, composition and music production programs, music appreciation, jazz, popular music, world music, and “alternative” styles. Emphasis is placed on the demonstration of appropriate technique and diagnosis of pedagogical challenges in a lab setting. Formerly: MUS 2505 Jazz Technique.","Add to calendar
                
                 
                
                    Restrictions: Music Education, Teaching and Learning majors only.  Freshman students are excluded.
                
                
                
                
                
                
                
                    Grade Modes: (Default) Normal Grading
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: MUS 3503: C- or betterAND MUS 3504: C- or betterAND MUS 3505: C- or better"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 3570: Music and Technology II: MIDI and Video
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=0fbe92cff6d820ad1b496c78dd74bc04&subj=MUS&crse_numb=3570&start_term=&end_term=&term_year=20234,2,"This course will train students in the technical skills needed for a musician in the 21st Century. This includes creating music with MIDI sequencing software (e.g. Logic Pro) and syncing music with video using Final Cut Pro. Students will spend considerable time learning the art of video editing and syncing music, cumulating with students uploading their final projects to YouTube. (Formerly called Music and Video II.)","Add to calendar
                
                 
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 3712: Conducting
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=b55642037860035746f13871e2133e87&subj=MUS&crse_numb=3712&start_term=&end_term=&term_year=20234,2,"A course designed to introduce basic score reading and analysis, movement, gesture, baton technique, and conducting for a variety of large and small instrumental and choral ensembles. (Formerly called Choral Conducting.)","Add to calendar
                
                 
                
                    Restrictions: Freshman, Sophomore students are excluded.
                
                
                
                    Equivalent: MUS 3713
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Audit, Pass/No Credit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: (MUS 1111: C- or betterOR MUS 1105: C- or better)AND (MUS 1114: C- or betterOR MUS 1108: C- or better)"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 3931: Music Therapy Practicum II
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=9f84294117e20398847733d46f54e671&subj=MUS&crse_numb=3931&start_term=&end_term=&term_year=20234,1-3,"Students develop their clinical skills with the guidance of the MT-BC, and will become increasingly responsible for planning and implementation of sessions. During this year, foci will be: leadership styles, skill development, dual relationships, and further understanding of the music therapy process.  May be repeated for credit up to 99 credits. Fee(s): Music Therapy Fee","Add to calendar
                
                 
                    Fees: Music Therapy Fee: $100 
                
                
                    Restrictions: Music Therapy majors only.
                
                
                
                
                
                    Crosslisted with: MUS 2930 CRN: 60599
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Extended Deadline
                
                
                
                    
                    Prerequisites: MUS 2930: C- or better"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4201: Individual Instruction - Flute
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=3b3018b71377dd70bd99700f54fea554&subj=MUS&crse_numb=4201&start_term=&end_term=&term_year=20234,1-2,Provides an opportunity for students to participate in private lessons and practice a high level of repertoire on the flute.  May be repeated for an unlimited number of credits. Fee(s): Music Instruction Fee Major,"Add to calendar
                
                 
                    Fees: Music Instruction Fee Major: $150 
                
                
                    Restrictions: Music, Music Education, Music Therapy, Teaching and Learning majors only.  Freshman, Sophomore students are excluded.
                
                
                    Approval: Instructor & audition
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4202: Individual Instruction - Oboe
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=ac02afa61ea2739265e3c57a4f26102e&subj=MUS&crse_numb=4202&start_term=&end_term=&term_year=20234,1-2,Provides an opportunity for students to participate in private lessons and practice a high level of repertoire on the oboe.  May be repeated for an unlimited number of credits. Fee(s): Music Instruction Fee Major,"Add to calendar
                
                 
                    Fees: Music Instruction Fee Major: $150 
                
                
                    Restrictions: Music, Music Education, Music Therapy majors only.  Freshman, Sophomore students are excluded.
                
                
                    Approval: Instructor & audition
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4203: Individual Instruction - Clarinet
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=68835b52ca55cbeecb2e23c0cd2efeb1&subj=MUS&crse_numb=4203&start_term=&end_term=&term_year=20234,1-2,Provides an opportunity for students to participate in private lessons and practice a high level of repertoire on the clarinet.  May be repeated for an unlimited number of credits. Fee(s): Music Instruction Fee Major,"Add to calendar
                
                 
                    Fees: Music Instruction Fee Major: $150 
                
                
                    Restrictions: Music, Music Education, Music Therapy, Teaching and Learning majors only.  Freshman, Sophomore students are excluded.
                
                
                    Approval: Instructor & audition
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4204: Individual Instruction - Bassoon
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=2e4ec9228091818dc3b02a066efc9410&subj=MUS&crse_numb=4204&start_term=&end_term=&term_year=20234,1-2,Provides an opportunity for students to participate in private lessons and practice a high level of repertoire on the bassoon.  May be repeated for an unlimited number of credits. Fee(s): Music Instruction Fee Major,"Add to calendar
                
                 
                    Fees: Music Instruction Fee Major: $150 
                
                
                    Restrictions: Music, Music Education, Music Therapy, Teaching and Learning majors only.  Freshman, Sophomore students are excluded.
                
                
                    Approval: Instructor & audition
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4205: Individual Instruction - Trumpet
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=b3e11c4a0fa97d96bd421e6461f307df&subj=MUS&crse_numb=4205&start_term=&end_term=&term_year=20234,1-2,Provides an opportunity for students to participate in private lessons and practice a high level of repertoire on the trumpet.  May be repeated for an unlimited number of credits. Fee(s): Music Instruction Fee Major,"Add to calendar
                
                 
                    Fees: Music Instruction Fee Major: $150 
                
                
                    Restrictions: Music, Music Education, Music Therapy, Teaching and Learning majors only.  Freshman, Sophomore students are excluded.
                
                
                    Approval: Instructor & audition
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4206: Individual Instruction - Horn
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=56b52677ae0c15c7c75874b54b468fa2&subj=MUS&crse_numb=4206&start_term=&end_term=&term_year=20234,1-2,Provides an opportunity for students to participate in private lessons and practice a high level of repertoire on the horn.  May be repeated for an unlimited number of credits. Fee(s): Music Instruction Fee Major,"Add to calendar
                
                 
                    Fees: Music Instruction Fee Major: $150 
                
                
                    Restrictions: Music, Music Education, Music Therapy, Teaching and Learning majors only.  Freshman, Sophomore students are excluded.
                
                
                    Approval: Instructor & audition
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4207: Individual Instruction - Trombone
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=012ffc0df82de9caefc5ffe2797fcbd0&subj=MUS&crse_numb=4207&start_term=&end_term=&term_year=20234,1-2,Provides an opportunity for students to participate in private lessons and practice a high level of repertoire on the trombone.  May be repeated for an unlimited number of credits. Fee(s): Music Instruction Fee Major,"Add to calendar
                
                 
                    Fees: Music Instruction Fee Major: $150 
                
                
                    Restrictions: Music, Music Education, Music Therapy, Teaching and Learning majors only.  Freshman, Sophomore students are excluded.
                
                
                    Approval: Instructor & audition
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4208: Individual Instruction - Euphonium
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=01f53d510c7f0e48e07f97b345f9b250&subj=MUS&crse_numb=4208&start_term=&end_term=&term_year=20234,1-2,Provides an opportunity for students to participate in private lessons and practice a high level of repertoire on the euphonium.  May be repeated for an unlimited number of credits. Fee(s): Music Instruction Fee Major,"Add to calendar
                
                 
                    Fees: Music Instruction Fee Major: $150 
                
                
                    Restrictions: Music, Music Education, Music Therapy, Teaching and Learning majors only.  Freshman, Sophomore students are excluded.
                
                
                    Approval: Instructor & audition
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4209: Individual Instruction - Tuba
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=90ce8c8100485591c1a9265365b25883&subj=MUS&crse_numb=4209&start_term=&end_term=&term_year=20234,1-2,Provides an opportunity for students to participate in private lessons and practice a high level of repertoire on the tuba.  May be repeated for an unlimited number of credits. Fee(s): Music Instruction Fee Major,"Add to calendar
                
                 
                    Fees: Music Instruction Fee Major: $150 
                
                
                    Restrictions: Music, Music Education, Music Therapy, Teaching and Learning majors only.  Freshman, Sophomore students are excluded.
                
                
                    Approval: Instructor & audition
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4210: Individual Instruction - Percussion
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=4f4da966e4a376983e62b688ace7633d&subj=MUS&crse_numb=4210&start_term=&end_term=&term_year=20234,1-2,Provides an opportunity for students to participate in private lessons and practice a high level of repertoire on percussion instruments.  May be repeated for an unlimited number of credits. Fee(s): Music Instruction Fee Major,"Add to calendar
                
                 
                    Fees: Music Instruction Fee Major: $150 
                
                
                    Restrictions: Music, Music Education, Music Therapy, Teaching and Learning majors only.  Freshman, Sophomore students are excluded.
                
                
                    Approval: Instructor & audition
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4211: Individual Instruction - Violin
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=607562536f05deb83487383aae1d1664&subj=MUS&crse_numb=4211&start_term=&end_term=&term_year=20234,1-2,Provides an opportunity for students to participate in private lessons and practice a high level of repertoire on the violin.  May be repeated for an unlimited number of credits. Fee(s): Music Instruction Fee Major,"Add to calendar
                
                 
                    Fees: Music Instruction Fee Major: $150 
                
                
                    Restrictions: Music, Music Education, Music Therapy, Teaching and Learning majors only.  Freshman, Sophomore students are excluded.
                
                
                    Approval: Instructor & audition
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4212: Individual Instruction - Viola
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=272008fd18c0ef101d4bca7c0fdd9ccc&subj=MUS&crse_numb=4212&start_term=&end_term=&term_year=20234,1-2,Provides an opportunity for students to participate in private lessons and practice a high level of repertoire on the viola.  May be repeated for an unlimited number of credits. Fee(s): Music Instruction Fee Major,"Add to calendar
                
                 
                    Fees: Music Instruction Fee Major: $150 
                
                
                    Restrictions: Music, Music Education, Music Therapy, Teaching and Learning majors only.  Freshman, Sophomore students are excluded.
                
                
                    Approval: Instructor & audition
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4213: Individual Instruction - Violincello
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=cbc4b3745c23769b85c81d7971b4e829&subj=MUS&crse_numb=4213&start_term=&end_term=&term_year=20234,1-2,Provides an opportunity for students to participate in private lessons and practice a high level of repertoire on the violoncello.  May be repeated for an unlimited number of credits. Fee(s): Music Instruction Fee Major,"Add to calendar
                
                 
                    Fees: Music Instruction Fee Major: $150 
                
                
                    Restrictions: Music, Music Education, Music Therapy, Teaching and Learning majors only.  Freshman, Sophomore students are excluded.
                
                
                    Approval: Instructor & audition
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4214: Individual Instruction - Double Bass
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=5a03dc85439b5eafe1ba831b39e50f93&subj=MUS&crse_numb=4214&start_term=&end_term=&term_year=20234,1-2,Provides an opportunity for students to participate in private lessons and practice a high level of repertoire on the double bass.  May be repeated for an unlimited number of credits. Fee(s): Music Instruction Fee Major,"Add to calendar
                
                 
                    Fees: Music Instruction Fee Major: $150 
                
                
                    Restrictions: Music, Music Education, Music Therapy, Teaching and Learning majors only.  Freshman, Sophomore students are excluded.
                
                
                    Approval: Instructor & audition
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4215: Individual Instruction - Harp
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=bddf9b87d881884088f03dc3eceaf2ca&subj=MUS&crse_numb=4215&start_term=&end_term=&term_year=20234,1-2,Provides an opportunity for students to participate in private lessons and practice a high level of repertoire on the harp.  May be repeated for an unlimited number of credits. Fee(s): Music Instruction Fee Major,"Add to calendar
                
                 
                    Fees: Music Instruction Fee Major: $150 
                
                
                    Restrictions: Music, Music Education, Music Therapy, Teaching and Learning majors only.  Freshman, Sophomore students are excluded.
                
                
                    Approval: Instructor & audition
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4216: Individual Instruction - Organ
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=deda7f834d2c99baa55f1178a6e2bc8b&subj=MUS&crse_numb=4216&start_term=&end_term=&term_year=20234,1-2,Provides an opportunity for students to participate in private lessons and practice a high level of repertoire on the organ.  May be repeated for an unlimited number of credits. Fee(s): Music Instruction Fee Major,"Add to calendar
                
                 
                    Fees: Music Instruction Fee Major: $150 
                
                
                    Restrictions: Music, Music Education, Music Therapy, Teaching and Learning majors only.  Freshman, Sophomore students are excluded.
                
                
                    Approval: Instructor & audition
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4217: Individual Instruction - Piano
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=7ba3a5858b0a207b3a6aacebd2bf4162&subj=MUS&crse_numb=4217&start_term=&end_term=&term_year=20234,1-2,Provides an opportunity for students to participate in private lessons and practice a high level of repertoire on the piano.  May be repeated for an unlimited number of credits. Fee(s): Music Instruction Fee Major,"Add to calendar
                
                 
                    Fees: Music Instruction Fee Major: $150 
                
                
                    Restrictions: Music, Music Education, Music Therapy, Teaching and Learning majors only.  Freshman, Sophomore students are excluded.
                
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4219: Individual Instruction - Voice
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=584a4270a4404504357aa64862dfb0f9&subj=MUS&crse_numb=4219&start_term=&end_term=&term_year=20234,1-2,Provides an opportunity for students to participate in private lessons and practice a high level of repertoire with the voice.  May be repeated for an unlimited number of credits. Fee(s): Music Instruction Fee Major,"Add to calendar
                
                 
                    Fees: Music Instruction Fee Major: $150 
                
                
                    Restrictions: Music, Music Education, Music Therapy, Teaching and Learning majors only.  Freshman, Sophomore students are excluded.
                
                
                    Approval: Instructor & audition
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline
                
                
                
                    
                    Prerequisites: MUS 2260: D or betterAND MUS 2261: D or better"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4220: Individual Instruction - Classical Guitar
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=e758f97f7d78f5fb03d3c481af4c28ab&subj=MUS&crse_numb=4220&start_term=&end_term=&term_year=20234,1-2,Provides an opportunity for students to participate in private lessons and practice a high level of repertoire on the classical guitar.  May be repeated for an unlimited number of credits. Fee(s): Music Instruction Fee Major,"Add to calendar
                
                 
                    Fees: Music Instruction Fee Major: $150 
                
                
                    Restrictions: Music, Music Education, Music Therapy, Teaching and Learning majors only.  Freshman, Sophomore students are excluded.
                
                
                    Approval: Instructor & audition
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4221: Individual Instruction - Saxophone
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=050551fd8073a32fb4375aada23ae0c1&subj=MUS&crse_numb=4221&start_term=&end_term=&term_year=20234,1-2,Provides an opportunity for students to participate in private lessons and practice a high level of repertoire on the saxophone.  May be repeated for an unlimited number of credits. Fee(s): Music Instruction Fee Major,"Add to calendar
                
                 
                    Fees: Music Instruction Fee Major: $150 
                
                
                    Restrictions: Music, Music Education, Music Therapy, Teaching and Learning majors only.  Freshman, Sophomore students are excluded.
                
                
                    Approval: Instructor & audition
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4223: Individual Instruction - Jazz Guitar
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=a306bc67fcc0fed6de4367bdb504441f&subj=MUS&crse_numb=4223&start_term=&end_term=&term_year=20234,1-2,Provides an opportunity for students to participate in private lessons and practice a high level of repertoire on the jazz guitar.  May be repeated for an unlimited number of credits. Fee(s): Music Instruction Fee Major,"Add to calendar
                
                 
                    Fees: Music Instruction Fee Major: $150 
                
                
                    Restrictions: Music, Music Education, Music Performance, Music Therapy, Teaching and Learning majors only.  Freshman, Sophomore students are excluded.
                
                
                    Approval: Instructor & audition
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4224: Individual Instruction-Jazz Piano
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=e2f3b64636f677af1307c025a79be55b&subj=MUS&crse_numb=4224&start_term=&end_term=&term_year=20234,1-2,Provides an opportunity for students to participate in private lessons and practice a high level of repertoire on the jazz piano.  May be repeated for credit up to 99 credits. Fee(s): Music Instruction Fee Major,"Add to calendar
                
                 
                    Fees: Music Instruction Fee Major: $150 
                
                
                    Restrictions: Music, Music Education, Music Therapy, Teaching and Learning majors only.  Freshman, Sophomore students are excluded.
                
                
                    Approval: Instructor & audition
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4225: Individual Instruction-Harpsichord
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=f403d8b20d9e71fc5f2405486771d11c&subj=MUS&crse_numb=4225&start_term=&end_term=&term_year=20234,1-2,Provides an opportunity for students to participate in private lessons and practice a high level of repertoire on the harpsichord.  May be repeated for an unlimited number of credits. Fee(s): Music Instruction Fee Major,"Add to calendar
                
                 
                    Fees: Music Instruction Fee Major: $150 
                
                
                    Restrictions: Music, Music Education, Music Therapy, Teaching and Learning majors only.
                
                
                    Approval: Instructor & audition
                
                
                    Equivalent: MUS 2225
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4226: Individual Instruction - Composition
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=46305bf3651372f463cae194c6c10bdd&subj=MUS&crse_numb=4226&start_term=&end_term=&term_year=20234,1-2,Extra Fee.  May be repeated for an unlimited number of credits.,"Add to calendar
                
                 
                
                    Restrictions: Music, Music Education, Music Therapy majors only.
                
                
                    Approval: Instructor Permission Required
                
                
                
                
                
                    Attributes: Upper-Division
                
                
                    Grade Modes: (Default) Normal Grading, Pass/No Credit
                
                
                    Instructional Methods: Arranged
                
                
                    Note: Extended Deadline"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4236: Jazz History for Music Majors
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=c64898f5b8ebbc7260492f93481bd2f1&subj=MUS&crse_numb=4236&start_term=&end_term=&term_year=20234,3,"A survey of the major periods in jazz history, from its roots in New Orleans to the present for Music Majors. Emphasizes the common elements throughout that history: blues, improvisation, the group negotiation of individual agendas, and the spiritual context of the jazz solo.  It also explores how jazz interacts with American history at large. May be repeated for credit 2 times.","Add to calendar
                
                 
                
                    Restrictions: Music majors only.
                
                
                
                
                
                
                    Attributes: Upper-Division, Writing ""W"" Course, Cultural Understand&Engagement
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: MUS 1800: C- or better"
Music,https://spu.edu/undergraduate-time-schedule/subjects/MUS?,"MUS 4237: American Popular Music for Music Majors
                    Course details",https://spu.edu/undergraduate-time-schedule/detail?cid=bf131de8b32adec7f432645df79744d2&subj=MUS&crse_numb=4237&start_term=&end_term=&term_year=20234,3,"A survey of popular music in America for Music Majors. This is a listening-based course that examines style, sound, and development.  Particular emphasis is placed on the cultural engagement between popular music and American society.","Add to calendar
                
                 
                
                
                
                
                
                
                    Attributes: Upper-Division, Writing ""W"" Course, Cultural Understand&Engagement
                
                
                    Grade Modes: (Default) Normal Grading, Audit
                
                
                    Instructional Methods: Traditional
                
                
                    Note: Full Term
                
                
                
                    
                    Prerequisites: MUS 1800: C- or better"
